City,Country,Code,International code
Santa Cruz,Argentina,RZA,SAWU
Santa Cruz,Bolivia,VVI,SLVR
Santa Cruz,Bolivia,SRZ,SLET
Santa Cruz De La Palma,Spain,SPC,GCLA
Santa Cruz des Quiche,Guatemala,AQB,MGQC
Santa Cruz/Graciosa Bay/Luova,Solomon Islands,SCZ,AGGL
Santa Fe,Argentina,SFN,SAAV
Santa Fe,United States,SAF,KSAF
Santa Isabel do Rio Negro,Brazil,IRZ,SWTP
Santa Lucia,Cuba,\N,MUSL
Santa Lucia,Peru,\N,SLPA
Santa Maria,United States,SMX,KSMX
Santa Maria,Brazil,RIA,SBSM
Santa Maria (island),Portugal,SMA,LPAZ
Santa Marta,Colombia,SMR,SKSM
Santa Monica,United States,SMO,KSMO
Santa Rosa,Argentina,RSA,SAZR
Santa Rosa,Ecuador,ETR,SERO
Santa Rosa,Brazil,SRA,SSZR
Santa Rosa,United States,STS,KSTS
Santa Teresita,Argentina,SST,SAZL
Santa Terezinha,Brazil,STZ,SWST
Santa Ynez,United States,SQA,KIZA
Santana do Araguaia,Brazil,CMP,SNKE
Santander,Spain,SDR,LEXJ
Santarem,Brazil,STM,SBSN
Santiago,Spain,SCQ,LEST
Santiago,Dominican Republic,STI,MDST
Santiago,Panama,SYP,MPSA
Santiago,Chile,\N,SCBQ
Santiago,Chile,SCL,SCEL
Santiago,Chile,\N,SCTB
Santiago De Cuba,Cuba,SCU,MUCU
Santiago Del Estero,Argentina,SDE,SANE
Santo,Vanuatu,SON,NVSS
Santo Angelo,Brazil,GEL,SBNM
SANTO ANTONIO DO MATUPI,Brazil,\N,SSMT
Santo Domingo,Dominican Republic,SDQ,MDSD
Santo Domingo,Ecuador,\N,SESD
Santo Domingo,Venezuela,STD,SVSO
Santo Domingo,Dominican Republic,HEX,MDHE
Santos,Brazil,SSZ,SBST
Sanya,China,SYX,ZJSY
Sao Carlos,Brazil,QSC,SDSC
Sao Felix do Araguaia,Brazil,SXO,SWFX
Sao Felix do Xingu,Brazil,SXX,SNFX
"Sao Filipe, Fogo Island",Cape Verde,SFL,GVSF
Sao Gabriel,Brazil,SJL,SBUA
Sao Jorge Island,Portugal,SJZ,LPSJ
Sao Jose Do Rio Preto,Brazil,SJP,SBSR
Sao Jose Dos Campos,Brazil,SJK,SBSJ
Sao Luis,Brazil,SLZ,SBSL
Sao Miguel do Oeste,Brazil,SQX,SSOE
Sao Nocolau Island,Cape Verde,SNE,GVSN
Sao Paulo,Brazil,GRU,SBGR
Sao Paulo,Brazil,\N,SBMT
Sao Paulo,Brazil,CGH,SBSP
Sao Paulo de Olivenca,Brazil,OLC,SDCG
Sao Pedro Da Aldeia,Brazil,\N,SBES
Sao Raimundo Nonato,Brazil,\N,SWKQ
Sao Tome,Sao Tome and Principe,TMS,FPST
Sao Vicente Island,Cape Verde,VXE,GVSV
Sapporo,Japan,CTS,RJCC
Sapporo,Japan,OKD,RJCO
Saqqaq,Greenland,\N,BGSQ
Saquarema,Brazil,\N,SDSK
Sarabuz,Ukraine,\N,UKFG
Sarajevo,Bosnia and Herzegovina,SJJ,LQSA
Sarakhs,Iran,CKT,OIMC
Sarakreek,Suriname,\N,SMSK
Saranac Lake,United States,SLK,KSLK
Saransk,Russia,SKX,UWPS
Sarasota,United States,SRQ,KSRQ
SARATOGA,United States,SAA,KSAA
Saratov,Russia,RTW,UWSS
Saravan,Iran,\N,OIZS
Saravane,Laos,VNA,VLSV
Saravena,Colombia,RVE,SKSA
Sargodha,Pakistan,SGI,OPSR
Sarh,Chad,SRH,FTTA
Sármellék,Hungary,SOB,LHSM
Sarnia,Canada,YZR,CYZR
Sarzana (SP),Italy,QLP,LIQW
Sasereme,Papua New Guinea,TDS,AYSS
Saskatoon,Canada,YXE,CYXE
Saskylakh,Russia,SYS,UERS
Satenas,Sweden,\N,ESIB
Satna,India,TNI,VIST
Sattna,Sweden,\N,ESNT
Satu Mare,Romania,SUJ,LRSM
Satun,Thailand,\N,VTSA
Saudarkrokur,Iceland,SAK,BIKR
Saul,French Guiana,XAU,SOOS
Saulieu,France,\N,LFEW
Sault Sainte Marie,Canada,YAM,CYAM
Sault Ste Marie,United States,CIU,KCIU
Saumlaki,Indonesia,SXK,WAPI
Saumur,France,\N,LFOD
Saurimo,Angola,VHC,FNSA
Savaii Island,Samoa,MXS,NSMA
Savannah,United States,SAV,KSAV
Savannakhet,Laos,ZVK,VLSK
Savissivik,Greenland,\N,BGSV
Savonlinna,Finland,SVL,EFSA
Savoonga,United States,SVA,PASA
Savusavu,Fiji,SVU,NFNS
Sayun Intl,Yemen,GXF,OYSY
Sazena,Czech Republic,\N,LKSZ
Scammon Bay,United States,SCM,PACM
Scampton,United Kingdom,SQZ,EGXP
Scarborough,Trinidad and Tobago,TAB,TTCP
Scatsta,United Kingdom,SCS,EGPM
Scharlibbe,Germany,\N,EDCL
Schefferville,Canada,YKL,CYKL
Schleissheim,Germany,\N,EDNX
Schleswig,Germany,WBG,ETNS
Schoenhagen,Germany,QXH,EDAZ
Schoenstadt,Germany,\N,EDFN
Schwaebisch Hall,Germany,\N,EDTY
Scone,Australia,NSO,YSCO
Scotia NY,United States,SCH,KSCH
Scott City,United States,\N,KTQK
Scottsbluff,United States,BFF,KBFF
Scottsdale,United States,SCF,KSDL
Scranton,United States,AVP,KAVP
Scranton,United States,\N,SCRT
Seattle,United States,SEA,KSEA
Seattle,United States,BFI,KBFI
Sebha,Libya,SEB,HLLS
Sebring,United States,SEF,KSEF
Secunda,South Africa,ZEC,FASC
Sedona,United States,SDX,KSEZ
Sege,Solomon Islands,EGM,AGGS
Segeletz,Germany,\N,EDAI
Segovia,Spain,\N,LEFM
Sehwan Sharif,Pakistan,SYW,OPSN
Seinäjoki / Ilmajoki,Finland,SJY,EFSI
Sek Kong,Hong Kong,\N,VHSK
Selanpaa,Finland,\N,EFSE
Selawik,United States,WLK,PASK
Selayar,Indonesia,\N,WAWH
Seldovia,United States,SOV,PASO
Selebi-phikwe,Botswana,PKW,FBSP
Selfoss,Iceland,\N,BISF
Selibabi,Mauritania,SEY,GQNS
Selma,United States,SEM,KSEM
Semarang,Indonesia,SRG,WARS
Sembawang,Singapore,\N,WSAG
Semiplatinsk,Kazakhstan,PLX,UASS
Semur en Auxois,France,\N,LFGQ
Sendai,Japan,SDJ,RJSS
Senggeh-Papua Island,Indonesia,SEH,WAJS
Seo De Urgel,Spain,LEU,LESU
Seogwipo,South Korea,JDG,RKPD
Seosan,South Korea,HMY,RKTP
Seoul,South Korea,GMP,RKSS
Seoul,South Korea,ICN,RKSI
Seoul East,South Korea,SSN,RKSM
Sepah,Iran,\N,OIFP
Sept-iles,Canada,YZV,CYZV
Seria,Brunei,\N,WBAK
Sermiligaaq,Greenland,\N,BGSG
Seronera,Tanzania,SEU,HTSN
Setif,Algeria,QSF,DAAS
Sevastopol,Ukraine,UKS,UKFB
Severo-Eniseysk,Russia,\N,UNIS
Severomorsk,Russia,\N,ULAK
Severomorsk,Russia,\N,XLMV
Sevilla,Spain,OZP,LEMO
Sevilla,Spain,SVQ,LEZL
Sevilla,Spain,\N,SVSJ
Sewanee,United States,UOS,KUOS
Seward,United States,SWD,PAWD
Seymchan,Russia,\N,UHMS
Sfax,Tunisia,SFA,DTTX
Shaftesbury,United Kingdom,\N,EGHA
Shageluk,United States,SHX,PAHX
Shahre Kord,Iran,CQD,OIFS
Shakawe,Botswana,SWX,FBSW
Shakhtyorsk,Russia,EKS,UHSK
Shaktoolik,United States,SKK,PFSH
Shamattawa,Canada,ZTM,CZTM
Shanghai,China,SHA,ZSSS
Shanghai,China,PVG,ZSPD
Shangrao,China,SQD,ZSSR
Shangri-La,China,DIG,ZPDQ
Shank,Afghanistan,OAA,OASH
Shannon,Ireland,SNN,EINN
Shanshan,China,SXJ,ZWSS
Shante,Burma,\N,VYST
Shantou,China,SWA,ZGOW
Shaoyang,China,WGN,ZGSY
Shapaja,Poland,\N,EPSN
Sharjah,United Arab Emirates,SHJ,OMSJ
Shark Bay,Australia,MJK,YSHK
Sharm El Sheikh,Egypt,SSH,HESH
Sharona,Afghanistan,OAS,OASA
Sharq Al-Owainat,Egypt,GSQ,HEOW
Sharurah,Saudi Arabia,SHW,OESH
Sharypovo,Russia,\N,UNKO
Shawbury,United Kingdom,\N,EGOS
Shaybah,Saudi Arabia,\N,OESB
Shchyolkovo,Russia,CKL,UUMU
Sheberghan,Afghanistan,\N,OASG
Sheboygan,United States,SBM,KSBM
Shelbyville,United States,\N,K2H0
Shell Knob,United States,\N,MO00
Shelton,United States,SHN,KSHN
Shemya,United States,SYA,PASY
Shennongjia,China,HPG,ZHSN
Shenyang,China,SHE,ZYTX
Shenyang,China,\N,ZYYY
Shenzhen,China,SZX,ZGSZ
Shepparton,Australia,SHT,YSHT
Sherbrooke,Canada,YSC,CYSC
Sheridan,United States,SHR,KSHR
Shigatse,China,RKZ,ZURK
Shijiazhuang,China,SJW,ZBSJ
Shillong,India,SHL,VEBI
Shimla,India,SLV,VISM
Shimofusa,Japan,\N,RJTL
Shimojishima,Japan,SHI,RORS
Shindand,Afghanistan,OAH,OASD
Shin-kamigoto,Japan,\N,RJDK
Shinyanga,Tanzania,SHY,HTSY
Shiquanhe,China,NGQ,ZUAL
Shiraz,Iran,SYZ,OISS
Shirdi,India,SAG,VASD
Shishmaref,United States,SHH,PASH
Shiyan,China,WDS,ZHSY
Shobdon,United Kingdom,\N,EGBS
Sholapur,India,SSE,VASL
Shonai,Japan,SYO,RJSY
Shoreham By Sea,United Kingdom,ESH,EGKA
Shorkot,Pakistan,\N,OPRQ
Show Low,United States,SOW,KSOW
Shreveport,United States,SHV,KSHV
Shreveport,United States,BAD,KBAD
Shreveport,United States,DTN,KDTN
Shrewsbury,United Kingdom,\N,EGCV
Shungnak,United States,SHG,PAGH
Shushenskoye,Russia,\N,UNAU
Shute Harbour,Australia,JHQ,YSHR
Sialkot,Pakistan,SKT,OPST
Siargao,Philippines,IAO,RPNS
Siauliai,Lithuania,SQQ,EYSA
Sibiu,Romania,SBZ,LRSB
Sibolga,Indonesia,FLZ,WIMS
Siborong-Borong,Indonesia,DTB,WIMN
Sibu,Malaysia,SBW,WBGS
Sidi Bel Abbes,Algeria,BFW,DAOS
Sidney,United States,SDY,KSDY
Sidney,United States,SNY,KSNY
Siegerland,Germany,SGE,EDGS
Siem-reap,Cambodia,REP,VDSR
Siena,Italy,SAY,LIQS
Sierra Grande,Argentina,SGV,SAVS
Sigiriya,Sri Lanka,GIU,VCCS
Siglufjordur,Iceland,SIJ,BISI
Sigonella,Italy,NSY,LICZ
Siguanea,Cuba,SZJ,MUSN
Siguiri,Guinea,GII,GUSI
Sihanoukville,Cambodia,KOS,VDSV
Sihanoukville,Cambodia,\N,SNKV
Siirt,Turkey,SXZ,LTCL
Sikasso,Mali,KSS,GASK
Sikeston,United States,SIK,KSIK
Silchar,India,IXS,VEKU
Silver Springs,United States,\N,KSPZ
Simao,China,SYM,ZPSM
Simara,Nepal,SIF,VNSI
Simberi Island,Papua New Guinea,NIS,AYSE
Simferopol,Ukraine,SIP,UKFF
Simikot,Nepal,IMK,VNST
Simpang,Malaysia,\N,WMKF
Sinabang,Indonesia,\N,WITG
Sindal,Denmark,CNL,EKSN
Sindh,Pakistan,RZS,OPSW
Singapore,Singapore,XSP,WSSL
Singapore,Singapore,SIN,WSSS
Singapore,Singapore,\N,WSAC
Singkep,Indonesia,SIQ,WIDS
Sinop,Turkey,NOP,LTCM
Sinop,Brazil,OPS,SWSI
Sintang-Borneo Island,Indonesia,SQG,WIOS
Sintra,Portugal,\N,LPST
Sint-truiden,Belgium,\N,EBST
Sion,Switzerland,SIR,LSGS
Siorapaluk,Greenland,\N,BGSI
Sioux City,United States,SUX,KSUX
Sioux Falls,United States,FSD,KFSD
Sioux Lookout,Canada,YXL,CYXL
Sipaliwini,Suriname,\N,SMSI
Sipora,Indonesia,RKO,WIBR
Siquijor,Philippines,\N,RPVZ
Sir Bani Yas Island,United Arab Emirates,XSB,OMBY
Siri Island,Iran,SXI,OIBS
Sirjan,Iran,SYJ,OIKY
Sirt,Libya,SRX,HLGD
Sishen,South Africa,SIS,FASS
Sisimiut,Greenland,JHS,BGSS
Sitia,Greece,JSH,LGST
Sitka,United States,SIT,PASI
Sittwe,Burma,AKY,VYSW
Siuna,Nicaragua,SIU,MNSI
Sivas,Turkey,VAS,LTAR
Siversky,Russia,\N,ULLS
Sivrihisar,Turkey,\N,LTAV
Skagit,United States,MVW,KBVS
Skagway,United States,SGY,PAGY
Skardu,Pakistan,KDU,OPSD
Skelleftea,Sweden,SFT,ESNS
Skiathos,Greece,JSI,LGSK
Skien,Norway,SKE,ENSN
Skiros,Greece,SKU,LGSY
Skive,Denmark,SQW,EKSV
Skopje,Macedonia,SKP,LWSK
Skovde,Sweden,KVB,ESGR
Skrydstrup,Denmark,SKS,EKSP
Skukuza,South Africa,SZK,FASZ
Skuvoy,Faroe Islands,\N,EKSY
Slate Falls,Canada,\N,CKD9
Slave Lake,Canada,YZH,CYZH
Sleetmute,United States,SLQ,PASL
Sliac,Slovakia,SLD,LZSL
Sligo,Ireland,SXL,EISG
Slovenj Gradec,Slovenia,\N,LJSG
Slupsk,Poland,OSP,EPSK
Smara,Western Sahara,SMW,GMMA
Smithers,Canada,YYD,CYYD
Smithfield,United States,SFZ,KSFZ
Smiths Falls,Canada,YSH,CYSH
Smolensk,Russia,LNX,XUBS
Smyrna,United States,MQY,KMQY
Soalala,Madagascar,DWB,FMNO
Sobral,Brazil,\N,SNOB
Sochi,Russia,AER,URSS
Socorro,United States,\N,KONM
Socotra,Yemen,SCT,OYSQ
Sodankyla,Finland,SOT,EFSO
Soderhamn,Sweden,SOO,ESNY
Soenderborg,Denmark,SGD,EKSB
Soest,Germany,\N,EDUS
Soesterberg,Netherlands,UTC,EHSB
Sofia,Bulgaria,SOF,LBSF
Sogndal,Norway,SOG,ENSG
Sohag,Egypt,HMB,HEMK
Sohar,Oman,OHS,OOSH
Sokch'o,South Korea,\N,RKND
Sokcho / Gangneung,South Korea,YNY,RKNY
Sokode,Togo,\N,DXSK
Sokoto,Nigeria,SKO,DNSO
Sola,Vanuatu,SLH,NVSC
Soldotna,United States,SXQ,PASX
Solenzara,France,SOZ,LFKS
Solo City,Indonesia,SOC,WARQ
Solomon,Australia,SLJ,YSOL
Solovetsky Islands,Russia,CSH,ULAS
Soltsy,Russia,\N,XLLL
Solwesi,Zambia,\N,KSLI
Somerset,United States,SME,KSME
Somerville,United States,\N,KSMQ
Son Bonet,Spain,\N,LESB
Sondrestrom,Greenland,SFJ,BGSF
Songea,Tanzania,SGX,HTSO
Songkhla,Thailand,SGZ,VTSH
Songo,Mozambique,\N,FQSG
Songyuan,China,YSQ,ZYSQ
Son-La,Vietnam,SQH,VVNS
Sonora,United States,\N,KSOA
Sorkjosen,Norway,SOJ,ENSR
Soroako,Indonesia,SQR,WAWS
Sorocaba,Brazil,SOD,SDCO
Sorong,Indonesia,SOQ,WAXX
Soroti,Uganda,SRT,HUSO
Sorriso,Brazil,SMT,SBSO
Sortavala,Russia,\N,ULPW
Soure,Brazil,SFK,SNSW
South Aari Atoll,Maldives,\N,\N
South Bend,United States,SBN,KSBN
South Caicos,Turks and Caicos Islands,XSC,MBSC
South Haven,United States,\N,KLWA
South Indian Lake,Canada,XSI,CZSN
South Lake Tahoe,United States,TVL,KTVL
South Naknek,United States,WSN,PFWS
Southampton,United Kingdom,SOU,EGHI
Southdowns,Zambia,KIW,FLSO
Southend,United Kingdom,SEN,EGMC
Sovetskaya Gavan,Russia,\N,UHKG
Sovetskaya Gavan,Russia,GVN,UHKM
Sovetskiy,Russia,OVS,USHS
Sowa,Botswana,SXN,FBSN
Soyo,Angola,SZA,FNSO
Spa,Belgium,\N,EBSP
Spadeadam,United Kingdom,\N,EGOM
Spangdahlem,Germany,SPM,ETAD
Spanish Town,British Virgin Islands,VIJ,TUPW
Sparrevohn,United States,SVW,PASV
Spartangurg,United States,SPA,KSPA
Sparti,Greece,SPJ,LGSP
Spearfish-South Dakota,United States,SPF,KSPF
Spence Bay,Canada,YYH,CYYH
Spencer,United States,SPW,KSPW
Speyer,Germany,\N,EDRY
Split,Croatia,SPU,LDSP
Spokane,United States,GEG,KGEG
Spokane,United States,SKA,KSKA
Spokane,United States,SFF,KSFF
Spray View,Zimbabwe,\N,FVSV
Spring Point,Bahamas,AXP,MYAP
Springbok,South Africa,SBU,FASB
Springfield,United States,SPI,KSPI
Springfield,United States,SGF,KSGF
Springfield,United States,SGH,KSGH
Springs,South Africa,\N,FASI
Squamish,Canada,YSE,CYSE
Srednekolymsk,Russia,SEK,UESK
Sredniiy,Russia,\N,UIIB
Srinagar,India,SXR,VISR
St Florentin Cheu,France,\N,LFGP
St George,Australia,SGO,YSGE
St Leonard,Canada,YSL,CYSL
ST MARY\'S,United Kingdom,ISC,EGHE
St Mary's,United States,KSM,PASM
St Thomas,Canada,YQS,CYQS
St. Anthony,Canada,YAY,CYAY
St. Athan,United Kingdom,\N,EGDX
St. Augustine Airport,United States,UST,KSGJ
St. Catherine,Egypt,SKV,HESC
St. Croix Island,Virgin Islands,STX,TISX
St. Jean,Canada,YJN,CYJN
St. Johann in Tirol,Austria,\N,LOIJ
St. John,Canada,YSJ,CYSJ
St. John's,Canada,YYT,CYYT
St. Lewis,Canada,YFX,CCK4
St. Louis,Senegal,XLS,GOSS
St. Louis,United States,STL,KSTL
St. Martin,Guadeloupe,SFG,TFFG
St. Michael,United States,SMK,PAMK
St. Paul,United States,STP,KSTP
St. Paul Island,United States,SNP,PASN
St. Petersburg,Russia,LED,ULLI
St. Petersburg,United States,SPG,KSPG
St. Petersburg,United States,PIE,KPIE
St. Petersburg,Russia,\N,ULLP
St. Theresa Point,Canada,YST,CYST
St. Thomas,Virgin Islands,STT,TIST
St.-afrique-belmont,France,\N,LFIF
St.-brieuc Armor,France,SBK,LFRT
St.-denis,Reunion,RUN,FMEE
St.-dizier,France,\N,LFSI
St.-flour,France,\N,LFHQ
St.-georges Oyapock,French Guiana,OYP,SOOG
St.-girons,France,\N,LFCG
St.-hubert,Belgium,\N,EBSU
St.-nazaire,France,SNR,LFRZ
St.-pierre,Reunion,ZSE,FMEP
St.-pierre,Saint Pierre and Miquelon,FSP,LFVP
St.Stephan,Switzerland,\N,LSTS
St.-yan,France,SYT,LFLN
Stade,Germany,\N,EDHS
Stadtlohn,Germany,\N,EDLS
Staniel Cay,Bahamas,TYM,MYES
Stanley,Falkland Islands,PSY,SFAL
Stapleford,United Kingdom,\N,EGSG
Stara Zagora,Bulgaria,SZR,LBSZ
Staraya Russa,Russia,\N,ULNR
Stary Oskol,Russia,\N,UUOS
State College Pennsylvania,United States,SCE,KUNV
Statesboro,United States,TBR,KTBR
Statesville,United States,SVH,KSVH
St-Augustin,Canada,YIF,CYIF
Stauning,Denmark,STA,EKVJ
Stavanger,Norway,SVG,ENZV
Stavropol,Russia,STW,URMT
Steamboat Springs,United States,SBS,KSBS
Stefanovikion,Greece,\N,LGSV
Stella Maris,Bahamas,SML,MYLS
Stendal,Germany,\N,EDOV
Stepanakert,Azerbaijan,\N,UB13
Stepanavan,Armenia,\N,UDLS
Stephen's Island,Antarctica,\N,NZSP
Stephenville,Canada,YJT,CYJT
Stephenville,United States,SEP,KSEP
Sterling,United States,STK,KSTK
St-Etienne,France,EBU,LFMH
Stevens Point,United States,STE,KSTE
Stewart,Canada,ZST,CZST
Stewart Island,New Zealand,SZS,NZRC
St-François,Guadeloupe,SFC,TFFC
Stillwater,United States,SWO,KSWO
Stinson,United States,SSF,KSSF
Stirling Island,Solomon Islands,MNY,AGGO
Stockerau,Austria,\N,LOAU
Stockholm,Sweden,\N,ESKB
Stockholm,Sweden,NYO,ESKN
Stockholm,Sweden,ARN,ESSA
Stockholm,Sweden,BMA,ESSB
Stockton,United States,SCK,KSCK
Stoelmans Eiland,Suriname,SMZ,SMST
Stokmarknes,Norway,SKN,ENSK
Stony Rapids,Canada,YSF,CYSF
Stora Dimun,Faroe Islands,\N,EKSR
Stord,Norway,SRP,ENSO
Stornoway,United Kingdom,SYY,EGPO
Strahan,Australia,SRN,YSRN
Strasbourg,France,SXB,LFST
Strasbourg Neudorf,France,\N,LFGC
Stratford,United States,BDR,KBDR
Stratford,Canada,\N,CYSA
Straubing,Germany,RBM,EDMS
Strausberg,Germany,\N,EDAY
Strezhevoy,Russia,SWT,UNSS
Stronsay,United Kingdom,SOY,EGER
Stuart,United States,SUA,KSUA
Stung Treng,Cambodia,TNX,VDST
Stupino,Russia,\N,UUDG
Stuttgart,Germany,STR,EDDS
Suai,East Timor,UAI,WPDB
Suavanao,Solomon Islands,VAO,AGGV
Sublette,United States,\N,K19S
Suceava,Romania,SCV,LRSV
Sucre,Bolivia,SRE,SLSU
Sudbury,Canada,YSB,CYSB
Sue Islet,Australia,SYU,YWBS
Suffield,Canada,YSD,CYSD
Sugapa-Papua Island,Indonesia,UGU,WABV
Sugar Land,United States,SGR,KSGR
Suhl,Germany,\N,EDAK
Sui,Pakistan,SUL,OPSU
Sukhothai,Thailand,THS,VTPO
Sukhumi,Georgia,SUI,UGSS
Sukkur,Pakistan,SKZ,OPSK
Sulawesi Tenggara,Indonesia,TQQ,WA44
Sulayel,Saudi Arabia,SLF,OESL
Sulaymaniyah,Iraq,ISU,ORSU
Sumbawa Island,Indonesia,SWQ,WADS
Sumbe,Angola,NDD,FNSU
Sumburgh,United Kingdom,LSI,EGPB
Sumenep,Indonesia,SUP,WART
Summer Beaver,Canada,SUR,CJV7
Summerside,Canada,YSU,CYSU
Summit,United States,\N,24SC
Sumter,United States,SSC,KSSC
Sunchales,Argentina,NCJ,SAFS
Sunchon,North Korea,\N,ZKSC
Sundsvall,Sweden,SDL,ESNN
Suntar,Russia,SUY,UENS
Sunyani,Ghana,NYI,DGSN
Surabaya,Indonesia,SUB,WARR
Surallah,Philippines,AAV,RPMA
Surat,India,STV,VASU
Surat Thani,Thailand,URT,VTSB
Surgut,Russia,SGC,USRR
Surin,Thailand,PXR,VTUJ
Surkhet,Nepal,SKH,VNSK
Susuman,Russia,\N,UHMH
Sutton,United States,\N,AK59
Suwalki,Poland,\N,EPSU
Suwon,South Korea,SWU,RKSW
Suzhou,China,SZV,ZSSZ
Svalbard,Norway,LYR,ENSB
Sveagruva,Svalbard,\N,ENSA
Sveg,Sweden,EVG,ESND
Svenborg,Denmark,\N,SVFT
Svetlogorsk,Russia,\N,UOIG
Svolvær,Norway,SVJ,ENSH
Swakopmund,Namibia,SWP,FYSM
Swan Hill,Australia,SWH,YSWH
Swan River,Canada,ZJN,CZJN
Swansea,United Kingdom,SWS,EGFH
Swartkop,South Africa,\N,FASK
Swellendam,South Africa,\N,FASX
Swift Current,Canada,YYN,CYYN
Syangboche,Nepal,SYH,VNSB
Sydney,Canada,YQY,CYQY
Sydney,Australia,BWU,YSBK
Sydney,Australia,SYD,YSSY
Syktyvkar,Russia,SCW,UUYY
Sylacauga,United States,\N,KSCD
Sylhet Osmani,Bangladesh,ZYL,VGSY
Sylvania,United States,\N,KJYL
Syracuse,United States,SYR,KSYR
Syros Island,Greece,JSY,LGSO
Szczecin,Poland,SZZ,EPSC
Szczecin,Poland,\N,EPSD
Szczytno-Szymany,Poland,SZY,EPSY
Szolnok,Hungary,\N,LHSN
Taba,Egypt,TCP,HETB
Tabarka,Tunisia,TBJ,DTKA
Tabas,Iran,TCX,OIMT
Tabatinga,Brazil,TBT,SBTT
Tabiteuea,Kiribati,TSU,NGTS
Tabiteuea North,Kiribati,TBF,NGTE
Tabora,Tanzania,TBO,HTTB
Tabriz,Iran,TBZ,OITT
Tabubil,Papua New Guinea,TBG,AYTB
Tabuk,Saudi Arabia,TUU,OETB
Tacheng,China,TCG,ZWTC
Tachilek,Burma,THL,VYTL
Tacloban,Philippines,TAC,RPVA
Tacna,Peru,TCQ,SPTN
Tacoma,United States,TCM,KTCM
Tacoma,United States,TIW,KTIW
Tadjoura,Djibouti,TDJ,HDTJ
Tadoule Lake,Canada,XTL,CYBQ
Taegu,South Korea,TAE,RKTN
Taganrog,Russia,TGK,URRT
Tagbilaran,Philippines,TAG,RPVT
Tahoua,Niger,THZ,DRRT
Taichung,Taiwan,RMQ,RCMQ
Taichung,Taiwan,TXG,RCLG
Taif,Saudi Arabia,TIF,OETF
Tainan,Taiwan,TNN,RCNN
Taipei,Taiwan,TSA,RCSS
Taipei,Taiwan,TPE,RCTP
Taitung,Taiwan,\N,RCQS
Taiyuan,China,TYN,ZBYN
Taiz,Yemen,TAI,OYTZ
Taji,Iraq,\N,ORTI
Tak,Thailand,\N,VTPY
Tak,Thailand,MAQ,VTPM
Tak,Thailand,TKT,VTPT
Takaka,New Zealand,KTF,NZTK
Takamatsu,Japan,TAK,RJOT
Takapoto,French Polynesia,TKP,NTGT
Takaroa,French Polynesia,TKX,NTKR
Taketomi,Japan,HTR,RORH
Takoradi,Ghana,TKD,DGTK
Talakan,Russia,TLK,UECT
Talang Gudang-Sumatra Island,Indonesia,PDO,WIPQ
Talara,Peru,TYL,SPYL
Talca,Chile,TLX,SCTL
Taldykorgan,Kazakhstan,\N,UAAT
Talhar,Pakistan,BDN,OPTH
Talkeetna,United States,TKA,PATK
Tall Afar,Iraq,\N,ORTF
Talladega,United States,ASN,KASN
Tallahassee,United States,TLH,KTLH
Tallinn,Estonia,\N,EECL
Tallinn-ulemiste International,Estonia,TLL,EETN
Taltal,Chile,TTC,SCTT
Tamale,Ghana,TML,DGLE
Tamana,Kiribati,TMN,NGTM
Tamanrasset,Algeria,TMR,DAAT
Tambacounda,Senegal,TUD,GOTT
Tambaram,India,\N,VOTX
Tambohorano,Madagascar,WTA,FMMU
Tambow,Russia,TBW,UUOT
Tamchy,Kyrgyzstan,IKU,UAFL
Tame,Colombia,TME,SKTM
Tampa,United States,TPA,KTPA
Tampa,United States,MCF,KMCF
Tampa,United States,TPF,KTPF
Tampere,Finland,TMP,EFTP
Tampico,Mexico,TAM,MMTM
Tamuin,Mexico,TSL,MMTN
Tamworth,Australia,TMW,YSTW
Tan Tan,Morocco,TTA,GMAT
Tanagra,Greece,\N,LGTG
Tancos,Portugal,\N,LPTN
Tandag,Philippines,TDG,RPMW
Tandil,Argentina,TDL,SAZT
Tanegashima,Japan,TNE,RJFG
Tanga,Tanzania,TGT,HTTG
Tangara da Serra,Brazil,TGQ,SWTS
Tanger,Morocco,TNG,GMTT
Tangerang,Indonesia,\N,WICB
Tanjore,India,TJV,VOTJ
Tanjung Balai Karimun,Indonesia,TJB,WIBT
Tanjung Pandan,Indonesia,TJQ,WIOD
Tanjung Pinang,Indonesia,TNJ,WIDN
Tanjung Redep-Borneo Island,Indonesia,BEJ,WALK
Tanjung Santan,Indonesia,TSX,WALT
Tanjung Selor-Borneo Island,Indonesia,TJS,WALG
Tanjung-Borneo Island,Indonesia,TJG,WAON
Tanna,Vanuatu,TAH,NVVW
Tannheim,Germany,\N,EDMT
Taos,United States,TSM,KSKX
Taoyuan,Taiwan,\N,RCGM
Tapachula,Mexico,TAP,MMTP
Taplejung,Nepal,TPJ,VNTJ
Taraken,Indonesia,TRK,WALR
Tarama,Japan,TRA,RORT
Tarapoa,Ecuador,TPC,SETR
Tarapoto,Peru,TPP,SPST
Tarauaca,Brazil,TRQ,SBTK
Tarawa,Kiribati,TRW,NGTA
Tarbes,France,LDE,LFBT
Taree,Australia,TRO,YTRE
Tari,Papua New Guinea,TIZ,AYTA
Tarija,Bolivia,TJA,SLTJ
Tarin Kowt,Afghanistan,TII,OATN
Tarko-Sale,Russia,TQL,USDS
Taroom,Australia,XTO,YTAM
Tartagal,Argentina,TTG,SAST
Tartu,Estonia,TAY,EETU
